Address,Suburb,Regionname,Type,Price_boxcox,Method,Date,Distance_yeojohnson,NewBed_yeojohnson,Bathroom_boxcox,Car_yeojohnson,Landsize_no_out,Propertycount,Landsize_Indicator
159 Park St,Abbotsford,Northern Metropolitan,h,7.411927508125184,S,2016-08-22,0.23629264189606378,1.5527819450628428,0.46717823203800657,1.3141595427987196,0.07221812822402358,4019.0,0
31 Turner St,Abbotsford,Northern Metropolitan,h,7.4840044651810596,S,2016-09-24,0.23629264189606378,2.7041577949550764,0.6039493258762062,0.7751830004004951,0.0,4019.0,1
166 Gipps St,Abbotsford,Northern Metropolitan,h,7.442311617689262,S,2017-02-25,0.23629264189606378,2.157793988902932,0.46717823203800657,1.3141595427987196,0.10832719233603537,4019.0,0
60 Stafford St,Abbotsford,Northern Metropolitan,h,7.442311617689262,S,2017-02-25,0.23629264189606378,2.157793988902932,0.0,0.7751830004004951,0.12380250552689757,4019.0,0
11/205 Gipps St,Abbotsford,Northern Metropolitan,u,7.191451740914829,S,2016-07-26,0.23629264189606378,0.8586797743388601,0.0,0.7751830004004951,0.0,4019.0,1
47 Studley St,Abbotsford,Northern Metropolitan,h,7.421198683122093,S,2016-11-27,0.23629264189606378,1.5527819450628428,0.0,0.0,0.11938098747236552,4019.0,0
45 Yarra St,Abbotsford,Northern Metropolitan,h,7.424202705057313,SP,2016-11-27,0.23629264189606378,2.157793988902932,0.46717823203800657,0.7751830004004951,0.08843036109064112,4019.0,0
200 Nicholson St,Abbotsford,Northern Metropolitan,h,7.384479620658886,S,2016-05-28,0.23629264189606378,1.5527819450628428,0.0,0.0,0.13411938098747236,4019.0,0
27 Charles St,Abbotsford,Northern Metropolitan,h,7.388618501806205,S,2016-07-30,0.23629264189606378,1.5527819450628428,0.0,0.7751830004004951,0.12675018422991893,4019.0,0
154 Halsey Rd,Airport West,Western Metropolitan,t,7.338892674740691,PI,2016-09-03,0.5955257952722489,2.157793988902932,0.46717823203800657,0.7751830004004951,0.22328666175386883,3464.0,0
50 Bedford St,Airport West,Western Metropolitan,h,7.3040552435416135,VB,2016-12-03,0.5955257952722489,2.157793988902932,0.46717823203800657,0.7751830004004951,0.0,3464.0,1
50 Bedford St,Airport West,Western Metropolitan,h,7.317355179455069,SP,2017-03-04,0.5955257952722489,2.157793988902932,0.46717823203800657,0.7751830004004951,0.0,3464.0,1
23 Hart St,Airport West,Western Metropolitan,h,7.255801814595631,S,2017-03-04,0.5955257952722489,1.5527819450628428,0.0,0.7751830004004951,0.20044215180545322,3464.0,0
1/80 Hawker St,Airport West,Western Metropolitan,t,7.293541636567431,S,2017-03-04,0.5955257952722489,2.157793988902932,0.46717823203800657,1.3141595427987196,0.1761238025055269,3464.0,0
1/37 Hillside Gr,Airport West,Western Metropolitan,h,7.254529900546151,S,2017-03-04,0.5955257952722489,1.5527819450628428,0.0,0.7751830004004951,0.21370670596904937,3464.0,0
2/49 McIntosh St,Airport West,Western Metropolitan,u,7.207584603696087,VB,2017-03-04,0.5955257952722489,1.5527819450628428,0.0,0.7751830004004951,0.12380250552689757,3464.0,0
54 Marshall Rd,Airport West,Western Metropolitan,h,7.300604495554398,S,2016-08-06,0.5955257952722489,1.5527819450628428,0.0,0.7751830004004951,0.45689019896831246,3464.0,0
36 Roberts Rd,Airport West,Western Metropolitan,h,7.322147347582347,S,2016-08-06,0.5955257952722489,2.157793988902932,0.0,1.3141595427987196,0.43994104642593956,3464.0,0
11 Harrington Rd,Airport West,Western Metropolitan,h,7.302336430081436,SP,2016-05-07,0.5955257952722489,3.6787968551397294,0.6039493258762062,1.3141595427987196,0.7192336035372144,3464.0,0
2/252 Parer Rd,Airport West,Western Metropolitan,t,7.180052317798257,S,2016-05-07,0.5955257952722489,1.5527819450628428,0.0,0.7751830004004951,0.0810611643330877,3464.0,0
3/19 Hart St,Airport West,Western Metropolitan,u,7.215255408384461,S,2016-11-07,0.5955257952722489,1.5527819450628428,0.0,0.7751830004004951,0.10390567428150332,3464.0,0
2/62 Clydesdale Rd,Airport West,Western Metropolitan,u,7.222683711850101,S,2016-09-10,0.5955257952722489,1.5527819450628428,0.0,0.7751830004004951,0.08843036109064112,3464.0,0
3 Deidre Ct,Airport West,Western Metropolitan,h,7.354470361429341,PI,2016-09-10,0.5955257952722489,2.157793988902932,0.0,2.6909858356020337,0.7833456153279292,3464.0,0
13 Etzel St,Airport West,Western Metropolitan,h,7.328382145506003,S,2016-12-10,0.5955257952722489,2.157793988902932,0.0,0.7751830004004951,0.0,3464.0,1
1/43 Cameron St,Airport West,Western Metropolitan,u,7.311466831592018,S,2017-02-11,0.5955257952722489,2.157793988902932,0.0,0.7751830004004951,0.19528371407516582,3464.0,0
145a Victory Rd,Airport West,Western Metropolitan,u,7.174141181561788,S,2016-08-13,0.5955257952722489,1.5527819450628428,0.0,0.7751830004004951,0.1414885777450258,3464.0,0
241 Parer Rd,Airport West,Western Metropolitan,h,7.312458947650475,PI,2016-05-14,0.5955257952722489,2.157793988902932,0.46717823203800657,1.3141595427987196,0.4392041267501842,3464.0,0
2/40 Earl St,Airport West,Western Metropolitan,t,7.293541636567431,PI,2016-10-15,0.5955257952722489,2.157793988902932,0.46717823203800657,1.3141595427987196,0.12159174649963155,3464.0,0
180 Parer Rd,Airport West,Western Metropolitan,h,7.335939675273038,S,2016-04-16,0.5955257952722489,2.157793988902932,0.0,1.3141595427987196,0.7155490051584378,3464.0,0
4/54 Hawker St,Airport West,Western Metropolitan,u,7.187240764298,S,2016-07-16,0.5955257952722489,1.5527819450628428,0.0,0.7751830004004951,0.1208548268238762,3464.0,0
43 Hillside Gr,Airport West,Western Metropolitan,h,7.282519004434762,SP,2016-07-16,0.5955257952722489,2.157793988902932,0.46717823203800657,1.3141595427987196,0.48415622697126015,3464.0,0
174 Parer Rd,Airport West,Western Metropolitan,h,7.284393461342487,S,2016-07-16,0.5955257952722489,1.5527819450628428,0.0,0.7751830004004951,0.4509948415622697,3464.0,0
138 Victory Rd,Airport West,Western Metropolitan,h,7.391412025109541,S,2016-07-16,0.5955257952722489,2.157793988902932,0.46717823203800657,2.4122241001677796,0.4509948415622697,3464.0,0
75 King St,Airport West,Western Metropolitan,h,7.358536037876222,S,2016-09-17,0.5955257952722489,2.157793988902932,0.0,0.7751830004004951,0.5711127487103905,3464.0,0
6 Kittyhawk St,Airport West,Western Metropolitan,h,7.318321802177979,S,2016-09-17,0.5955257952722489,2.7041577949550764,0.6039493258762062,2.0996267320370774,0.391304347826087,3464.0,0
478 Fullarton Rd,Airport West,Western Metropolitan,h,7.329914172167793,PI,2017-03-18,0.5955257952722489,2.157793988902932,0.6039493258762062,1.3141595427987196,0.4089904200442152,3464.0,0
144 Marshall Rd,Airport West,Western Metropolitan,h,7.298859247628603,S,2017-03-18,0.5955257952722489,2.157793988902932,0.46717823203800657,1.3141595427987196,0.31098010316875463,3464.0,0
106 Parer Rd,Airport West,Western Metropolitan,h,7.323722333931546,S,2017-03-18,0.5955257952722489,2.157793988902932,0.0,1.7408240737773015,0.4524686809137804,3464.0,0
3/7 South Rd,Airport West,Western Metropolitan,t,7.227508260307187,SP,2016-06-18,0.5955257952722489,1.5527819450628428,0.46717823203800657,0.7751830004004951,0.11864406779661017,3464.0,0
37 North St,Airport West,Western Metropolitan,t,7.334448427800991,SP,2016-11-19,0.5955257952722489,2.157793988902932,0.46717823203800657,0.7751830004004951,0.2159174649963154,3464.0,0
10 Hilbert Rd,Airport West,Western Metropolitan,h,7.288096864579473,S,2016-05-22,0.5955257952722489,2.157793988902932,0.0,0.7751830004004951,0.4266764922623434,3464.0,0
110 Halsey Rd,Airport West,Western Metropolitan,h,7.328382145506003,S,2016-08-22,0.5955257952722489,2.157793988902932,0.0,0.7751830004004951,0.4591009579955785,3464.0,0
2/13 North St,Airport West,Western Metropolitan,u,7.212726157104479,S,2016-08-22,0.5955257952722489,1.5527819450628428,0.0,0.7751830004004951,0.10390567428150332,3464.0,0
105a Victory Rd,Airport West,Western Metropolitan,h,7.259576092750699,S,2016-08-22,0.5955257952722489,2.157793988902932,0.46717823203800657,0.7751830004004951,0.15622697126013266,3464.0,0
117 Marshall Rd,Airport West,Western Metropolitan,h,7.279487554777972,S,2016-04-23,0.5955257952722489,2.157793988902932,0.0,1.3141595427987196,0.4509948415622697,3464.0,0
34 Moorna Dr,Airport West,Western Metropolitan,h,7.376084015135014,S,2016-09-24,0.5955257952722489,2.7041577949550764,0.6039493258762062,1.3141595427987196,0.3920412675018423,3464.0,0
33 North St,Airport West,Western Metropolitan,h,7.300604495554398,PI,2017-02-25,0.5955257952722489,2.157793988902932,0.0,0.7751830004004951,0.43109801031687545,3464.0,0
49 Roberts Rd,Airport West,Western Metropolitan,h,7.315734876389323,S,2016-11-27,0.5955257952722489,2.7041577949550764,0.0,1.3141595427987196,0.3750921149594694,3464.0,0
85 Roberts Rd,Airport West,Western Metropolitan,h,7.355833882246503,S,2016-11-27,0.5955257952722489,2.7041577949550764,0.46717823203800657,1.7408240737773015,0.4627855563743552,3464.0,0
105 Kerferd Rd,Albert Park,Southern Metropolitan,h,7.439552016397736,S,2016-09-03,0.2816792678425197,1.5527819450628428,0.0,0.0,0.08843036109064112,3280.0,0
85 Richardson St,Albert Park,Southern Metropolitan,h,7.470518892487805,S,2016-09-03,0.2816792678425197,1.5527819450628428,0.0,0.0,0.11717022844509949,3280.0,0
112 Beaconsfield Pde,Albert Park,Southern Metropolitan,h,7.621821405494338,PI,2017-03-04,0.2816792678425197,2.157793988902932,0.46717823203800657,0.0,0.15549005158437731,3280.0,0
94 Graham St,Albert Park,Southern Metropolitan,h,7.525773833901386,S,2017-03-04,0.2816792678425197,2.157793988902932,0.46717823203800657,0.0,0.09432571849668386,3280.0,0
396 Montague St,Albert Park,Southern Metropolitan,h,7.467455419967464,S,2017-03-04,0.2816792678425197,1.5527819450628428,0.0,0.0,0.09579955784819455,3280.0,0
75 Graham St,Albert Park,Southern Metropolitan,h,7.406600006960155,S,2016-08-06,0.2816792678425197,0.8586797743388601,0.0,0.0,0.10832719233603537,3280.0,0
54 Brooke St,Albert Park,Southern Metropolitan,h,7.485202185446465,S,2016-05-07,0.2816792678425197,1.5527819450628428,0.0,0.7751830004004951,0.12306558585114223,3280.0,0
104 Richardson St,Albert Park,Southern Metropolitan,h,7.57469852079287,S,2016-05-07,0.2816792678425197,2.7041577949550764,0.46717823203800657,0.7751830004004951,0.11274871039056743,3280.0,0
4a Mills St,Albert Park,Southern Metropolitan,t,7.485202185446465,VB,2016-11-07,0.2816792678425197,2.157793988902932,0.46717823203800657,1.3141595427987196,0.529108327192336,3280.0,0
1 Moubray St,Albert Park,Southern Metropolitan,h,7.519539159825261,VB,2016-11-07,0.2816792678425197,2.157793988902932,0.46717823203800657,0.7751830004004951,0.09727339719970524,3280.0,0
29 Faussett St,Albert Park,Southern Metropolitan,h,7.556514165110971,S,2016-09-10,0.2816792678425197,1.5527819450628428,0.0,0.7751830004004951,0.1466470154753132,3280.0,0
3 Herbert St,Albert Park,Southern Metropolitan,h,7.519539159825261,VB,2016-09-10,0.2816792678425197,2.157793988902932,0.0,0.7751830004004951,0.1864406779661017,3280.0,0
24 Kerferd Pl,Albert Park,Southern Metropolitan,h,7.519539159825261,S,2016-09-10,0.2816792678425197,2.157793988902932,0.46717823203800657,0.7751830004004951,0.06632277081798084,3280.0,0
44 Draper St,Albert Park,Southern Metropolitan,h,7.520801250656379,PI,2016-12-10,0.2816792678425197,1.5527819450628428,0.0,0.0,0.17686072218128224,3280.0,0
2 Dundas Pl,Albert Park,Southern Metropolitan,h,7.6030328517884,S,2016-12-10,0.2816792678425197,2.157793988902932,0.46717823203800657,0.7751830004004951,0.13043478260869565,3280.0,0
23 Finlay St,Albert Park,Southern Metropolitan,h,7.554389182415279,S,2016-12-10,0.2816792678425197,3.207915376752762,0.46717823203800657,0.7751830004004951,0.1746499631540162,3280.0,0
31 Richardson St,Albert Park,Southern Metropolitan,h,7.444131766545701,S,2016-12-10,0.2816792678425197,2.157793988902932,0.0,0.0,0.0950626381724392,3280.0,0
4a Gatehouse La,Albert Park,Southern Metropolitan,h,7.456455711260308,S,2016-06-12,0.2816792678425197,2.157793988902932,0.46717823203800657,1.3141595427987196,0.0,3280.0,1
60 Brooke St,Albert Park,Southern Metropolitan,h,7.381474685475382,S,2016-11-12,0.2816792678425197,1.5527819450628428,0.0,0.0,0.2122328666175387,3280.0,0
70 Barrett St,Albert Park,Southern Metropolitan,h,7.599649788517979,S,2016-10-15,0.2816792678425197,2.157793988902932,0.46717823203800657,0.7751830004004951,0.16801768607221812,3280.0,0
65 Graham St,Albert Park,Southern Metropolitan,h,7.448171264952869,S,2016-10-15,0.2816792678425197,1.5527819450628428,0.0,0.0,0.10980103168754606,3280.0,0
364 Montague St,Albert Park,Southern Metropolitan,h,7.4870600431398735,S,2016-10-15,0.2816792678425197,1.5527819450628428,0.0,0.0,0.10390567428150332,3280.0,0
86 Mills St,Albert Park,Southern Metropolitan,h,7.543418426249482,VB,2016-04-16,0.2816792678425197,2.157793988902932,0.46717823203800657,0.7751830004004951,0.15549005158437731,3280.0,0
129 Kerferd Rd,Albert Park,Southern Metropolitan,h,7.5318254080742335,S,2017-03-18,0.2816792678425197,2.157793988902932,0.0,0.0,0.15401621223286663,3280.0,0
97 Page St,Albert Park,Southern Metropolitan,h,7.633661101198436,S,2017-03-18,0.2816792678425197,2.157793988902932,0.46717823203800657,0.0,0.10832719233603537,3280.0,0
55 Withers St,Albert Park,Southern Metropolitan,h,7.617970568290549,VB,2016-06-18,0.2816792678425197,2.7041577949550764,0.6039493258762062,0.7751830004004951,0.24097273397199706,3280.0,0
10/140 Kerferd Rd,Albert Park,Southern Metropolitan,u,7.273693148421884,S,2016-05-22,0.2816792678425197,1.5527819450628428,0.0,0.7751830004004951,0.0,3280.0,1
55 Merton St,Albert Park,Southern Metropolitan,h,7.554389182415279,SP,2016-04-23,0.2816792678425197,1.5527819450628428,0.0,0.7751830004004951,0.08843036109064112,3280.0,0
49 Page St,Albert Park,Southern Metropolitan,h,7.543418426249482,PI,2016-09-24,0.2816792678425197,2.157793988902932,0.0,0.7751830004004951,0.17538688282977155,3280.0,0
13/52 Moubray St,Albert Park,Southern Metropolitan,u,7.175632752174437,S,2017-02-25,0.2816792678425197,0.8586797743388601,0.0,0.0,0.0,3280.0,1
115 Page St,Albert Park,Southern Metropolitan,h,7.729344682888998,S,2017-02-25,0.2816792678425197,2.7041577949550764,0.46717823203800657,0.7751830004004951,0.2431834929992631,3280.0,0
32 Page St,Albert Park,Southern Metropolitan,h,7.451261053071027,S,2017-02-25,0.2816792678425197,1.5527819450628428,0.0,0.0,0.10022107590272661,3280.0,0
34 Richardson St,Albert Park,Southern Metropolitan,h,7.51966571640636,S,2017-02-25,0.2816792678425197,2.157793988902932,0.0,0.7751830004004951,0.14885777450257923,3280.0,0
2b Dundas Pl,Albert Park,Southern Metropolitan,h,7.482497642840102,S,2016-07-26,0.2816792678425197,2.157793988902932,0.6039493258762062,0.7751830004004951,0.0,3280.0,1
22 Greig St,Albert Park,Southern Metropolitan,h,7.680924341189696,S,2016-07-26,0.2816792678425197,2.157793988902932,0.46717823203800657,1.3141595427987196,0.23949889462048637,3280.0,0
27 Barrett St,Albert Park,Southern Metropolitan,h,7.558617156391502,S,2016-06-27,0.2816792678425197,2.157793988902932,0.46717823203800657,0.7751830004004951,0.1348563006632277,3280.0,0
44 Greig St,Albert Park,Southern Metropolitan,h,7.513110523089931,S,2016-11-27,0.2816792678425197,1.5527819450628428,0.0,0.7751830004004951,0.11938098747236552,3280.0,0
6 Brooke St,Albert Park,Southern Metropolitan,h,7.376579575201813,S,2016-05-28,0.2816792678425197,1.5527819450628428,0.0,0.0,0.05821665438467207,3280.0,0
227a Danks St,Albert Park,Southern Metropolitan,h,7.546772047489795,S,2016-08-28,0.2816792678425197,2.157793988902932,0.46717823203800657,0.0,0.11201179071481208,3280.0,0
17 Reed St,Albert Park,Southern Metropolitan,h,7.511800496699753,PI,2016-08-28,0.2816792678425197,2.157793988902932,0.46717823203800657,1.3141595427987196,0.10832719233603537,3280.0,0
74 Bridport St,Albert Park,Southern Metropolitan,h,7.617970568290549,VB,2016-07-30,0.2816792678425197,2.157793988902932,0.6039493258762062,0.7751830004004951,0.0,3280.0,1
9 Durham St,Albert Park,Southern Metropolitan,h,7.377813612285713,S,2016-07-30,0.2816792678425197,0.8586797743388601,0.0,0.0,0.05969049373618276,3280.0,0
6 Smith St,Alphington,Northern Metropolitan,h,7.543418426249482,S,2016-09-03,0.4116227259697394,2.157793988902932,0.46717823203800657,2.0996267320370774,0.6285924834193073,2211.0,0
5/6 Yarralea St,Alphington,Northern Metropolitan,h,7.406600006960155,S,2016-09-03,0.4116227259697394,2.157793988902932,0.46717823203800657,1.3141595427987196,0.15327929255711129,2211.0,0
136A Fulham Rd,Alphington,Northern Metropolitan,h,7.476359980048971,S,2017-03-04,0.4116227259697394,2.157793988902932,0.46717823203800657,1.3141595427987196,0.30287398673544585,2211.0,0
44 Shiers St,Alphington,Northern Metropolitan,h,7.508822331699165,S,2016-10-08,0.4116227259697394,2.7041577949550764,0.46717823203800657,0.7751830004004951,0.44141488577745025,2211.0,0
83 Fulham Rd,Alphington,Northern Metropolitan,h,7.621057228236342,S,2016-06-12,0.4116227259697394,3.207915376752762,0.6671097024804146,2.0996267320370774,0.5961680176860722,2211.0,0
3/19 Harker St,Alphington,Northern Metropolitan,u,7.220479813448898,S,2016-11-12,0.4116227259697394,1.5527819450628428,0.0,0.7751830004004951,0.06484893146647015,2211.0,0
4/2 Miller St,Alphington,Northern Metropolitan,t,7.328382145506003,S,2016-11-12,0.4116227259697394,1.5527819450628428,0.46717823203800657,1.7408240737773015,0.11422254974207811,2211.0,0
2/5 Yarana Rd,Alphington,Northern Metropolitan,u,7.188652738027943,S,2016-11-12,0.4116227259697394,1.5527819450628428,0.0,0.7751830004004951,0.0,2211.0,1
815 Heidelberg Rd,Alphington,Northern Metropolitan,h,7.543418426249482,PI,2016-10-15,0.4116227259697394,2.157793988902932,0.6039493258762062,1.3141595427987196,0.505526897568165,2211.0,0
44 Naroon Rd,Alphington,Northern Metropolitan,h,7.483703964359147,S,2016-04-16,0.4116227259697394,2.157793988902932,0.0,1.3141595427987196,0.43625644804716285,2211.0,0
3/98 Grange Rd,Alphington,Northern Metropolitan,u,7.332947180960818,S,2017-03-18,0.4116227259697394,1.5527819450628428,0.0,0.7751830004004951,0.1348563006632277,2211.0,0
10 Bennett St,Alphington,Northern Metropolitan,h,7.523302523933769,S,2016-11-19,0.4116227259697394,2.7041577949550764,0.46717823203800657,1.3141595427987196,0.44657332350773765,2211.0,0
38 Bennett St,Alphington,Northern Metropolitan,h,7.554389182415279,S,2016-11-19,0.4116227259697394,2.7041577949550764,0.46717823203800657,1.3141595427987196,0.42372881355932207,2211.0,0
2c Hamilton St,Alphington,Northern Metropolitan,h,7.346108742022008,SP,2016-05-22,0.4116227259697394,2.157793988902932,0.0,0.7751830004004951,0.13264554163596168,2211.0,0
5/5 Yarana Rd,Alphington,Northern Metropolitan,u,7.142177688741073,VB,2016-05-22,0.4116227259697394,1.5527819450628428,0.0,0.7751830004004951,0.0,2211.0,1
7/7 Chandler Hwy,Alphington,Northern Metropolitan,t,7.274863801393317,SP,2016-09-24,0.4116227259697394,1.5527819450628428,0.0,0.0,0.0,2211.0,1
1/14 Fulham Rd,Alphington,Northern Metropolitan,u,7.213741124989604,S,2017-02-25,0.4116227259697394,1.5527819450628428,0.0,0.7751830004004951,0.0,2211.0,1
22 Lowther St,Alphington,Northern Metropolitan,h,7.418152255058619,S,2016-06-27,0.4116227259697394,2.157793988902932,0.0,1.3141595427987196,0.7214443625644805,2211.0,0
11 Margaret Gr,Alphington,Northern Metropolitan,h,7.5318254080742335,SP,2016-11-27,0.4116227259697394,2.7041577949550764,0.46717823203800657,1.3141595427987196,0.40972733971997055,2211.0,0
6 Naroon Rd,Alphington,Northern Metropolitan,h,7.475267246859877,SP,2016-08-28,0.4116227259697394,2.157793988902932,0.0,0.0,0.43994104642593956,2211.0,0
42 Shiers St,Alphington,Northern Metropolitan,h,7.5377038706569035,S,2016-07-30,0.4116227259697394,2.7041577949550764,0.46717823203800657,1.7408240737773015,0.4340456890198968,2211.0,0
158 Queen St,Altona,Western Metropolitan,h,7.217757726132615,VB,2016-09-03,0.6015588469547161,2.157793988902932,0.46717823203800657,0.7751830004004951,0.2593957258658806,5301.0,0
59 Bracken Gr,Altona,Western Metropolitan,h,7.481436399633614,S,2016-12-03,0.6015588469547161,3.207915376752762,0.6039493258762062,1.7408240737773015,0.5372144436256449,5301.0,0
1/123 Blyth St,Altona,Western Metropolitan,t,7.300604495554398,S,2016-02-04,0.6015588469547161,1.5527819450628428,0.0,1.3141595427987196,0.21518054532056005,5301.0,0
4 Blyth St,Altona,Western Metropolitan,h,7.408746732625938,S,2017-03-04,0.6015588469547161,2.157793988902932,0.0,1.3141595427987196,0.3728813559322034,5301.0,0
20 Linnet St,Altona,Western Metropolitan,h,7.320561260328156,PI,2016-06-04,0.6015588469547161,2.7041577949550764,0.0,2.0996267320370774,0.48268238761974946,5301.0,0
29 Rose St,Altona,Western Metropolitan,h,7.516991620635309,SP,2016-06-04,0.6015588469547161,2.7041577949550764,0.6039493258762062,2.6909858356020337,0.7789240972733972,5301.0,0
1/170 Blyth St,Altona,Western Metropolitan,u,7.266944344984898,S,2016-08-06,0.6015588469547161,1.5527819450628428,0.0,1.3141595427987196,0.22918201915991157,5301.0,0
5/35 Grieve Pde,Altona,Western Metropolitan,u,7.152875434567632,SP,2016-08-06,0.6015588469547161,1.5527819450628428,0.0,0.7751830004004951,0.047899778924097275,5301.0,0
156 Maidstone St,Altona,Western Metropolitan,h,7.278723378544774,VB,2016-05-07,0.6015588469547161,2.157793988902932,0.0,0.7751830004004951,0.4436256448047163,5301.0,0
11 Keeshan Ct,Altona,Western Metropolitan,h,7.287545168819487,S,2016-11-07,0.6015588469547161,2.157793988902932,0.0,0.7751830004004951,0.39056742815033163,5301.0,0
1/136 Queen St,Altona,Western Metropolitan,u,7.245867103205631,S,2016-10-08,0.6015588469547161,1.5527819450628428,0.0,0.7751830004004951,0.1658069270449521,5301.0,0
173 Queen St,Altona,Western Metropolitan,h,7.450382817656523,S,2016-10-08,0.6015588469547161,2.157793988902932,0.0,2.0996267320370774,0.5725865880619012,5301.0,0
